Source,Target,Weight
287,319,13
1229,31,1
55,46,9
55,287,4
55,178,2
46,902,22
287,902,15
642,14,7
14,247,32
67,579,15
2,27,17
544,226,20
387,544,37
242,544,41
1229,27,2
1229,222,11
595,127,17
595,27,8
245,27,5
76,319,4
245,76,6
67,1096,49
133,296,12
836,120,22
251,837,1
707,1084,10
1477,209,4
100,1775,3
284,1403,5
966,166,10
1403,3,31
1403,166,16
284,1404,9
966,1404,26
1404,3,72
1404,166,24
41,2751,6
579,287,12
579,2751,2
85,2751,11
319,2751,4
296,2751,4
287,2751,4
26,579,9
1404,154,9
348,1404,3
258,424,3
284,258,5
1404,258,25
966,424,9
1404,424,6
1403,258,12
1403,424,4
101,1,41
29,16,6
29,3,41
836,1012,14
836,733,18
1012,112,18
1012,120,10
284,344,23
284,120,9
1404,81,7
1403,81,8
387,707,22
707,1404,8
707,1403,9
707,27,10
387,1404,20
387,1403,6
1404,194,19
1403,194,2
258,194,41
194,1,22
2,194,11
836,387,33
58,908,4
100,908,2
100,344,16
100,522,8
836,543,15
836,178,26
707,543,4
387,496,25
1404,496,12
1404,1,2
2,1404,1
348,215,2
1404,215,9
348,1403,1
215,1403,18
29,916,24
348,296,2
284,126,18
76,126,9
46,1516,22
908,134,17
1516,134,9
1516,63,3
1229,1496,3
1229,29,2
1496,226,3
29,1496,7
1496,26,11
1496,1,4
1496,222,3
1496,3,26
159,1496,4
29,226,3
29,1,2
29,222,2
1404,494,24
194,496,17
159,966,7
258,827,8
159,258,6
908,1096,22
247,123,17
85,1403,34
2110,707,2
2110,319,5
440,391,3
391,154,10
391,188,13
836,966,4
120,81,21
966,120,7
1403,120,7
1403,127,13
1404,127,28
836,1744,3
1744,81,3
1744,63,1
1744,120,5
966,1744,5
1744,127,11
1403,1744,4
1404,1744,8
522,194,6
642,157,16
178,544,20
723,908,9
723,733,12
908,1029,4
733,1029,19
29,1404,20
124,4,13
124,13,5
124,902,2
642,99,13
107,642,12
101,642,14
100,1,53
104,1,19
106,1,28
733,1096,7
178,1096,11
733,178,7
1229,46,31
1229,723,9
284,438,6
171,438,32
194,438,8
233,438,9
328,194,6
328,233,12
247,734,15
95,247,17
95,734,8
1455,579,2
1229,827,8
1229,172,8
172,296,30
159,16,70
1744,209,2
1477,55,20
1478,55,13
55,1,14
1477,56,26
1477,120,13
1477,1,36
58,120,8
1478,120,2
642,56,26
56,120,12
56,1,24
642,120,14
55,2,12
1477,2,11
1478,2,10
56,2,16
188,247,8
247,900,20
642,723,17
242,296,26
296,438,15
242,242,14
595,242,24
595,438,13
522,222,16
522,127,27
178,123,38
1744,16,6
1744,3,20
368,1744,8
1744,258,9
836,361,15
836,7,18
2,166,26
408,209,3
408,494,5
27,438,8
27,328,10
932,120,9
348,67,6
348,123,10
245,734,20
932,874,12
932,734,8
245,1744,1
1744,874,5
1744,4,5
67,1744,2
1744,734,1
902,422,4
126,422,13
7,902,8
126,874,25
126,902,7
178,126,17
172,496,9
154,496,19
1174,284,2
1174,226,3
1174,247,2
284,226,29
319,226,6
245,247,18
723,2150,2
171,2150,2
430,2150,2
58,2150,2
58,723,14
1477,2150,1
1477,723,9
99,242,8
99,2,12
99,723,6
99,438,178
642,595,8
430,242,18
58,242,17
101,242,10
101,2,26
101,723,10
101,438,2
104,242,8
104,2,6
104,723,8
104,595,5
104,438,2
107,2,8
107,723,8
109,1,14
109,242,4
109,2,8
109,723,8
109,438,2
100,242,14
100,2,24
100,723,18
100,438,4
106,242,12
106,2,12
106,723,8
106,438,2
932,908,1
319,63,9
137,319,6
137,496,11
733,226,6
1775,733,2
1775,233,2
166,226,28
1775,166,5
1775,226,2
172,344,13
344,81,7
707,344,16
387,424,13
172,424,6
172,707,6
424,81,21
344,123,1
172,123,14
707,123,5
245,371,7
137,328,2
137,723,4
328,157,14
328,319,6
723,157,18
707,4,15
1744,900,1
387,1744,5
707,1744,2
247,438,3
247,120,9
438,63,20
1096,438,6
120,438,15
172,438,2
120,1096,17
13,1096,6
172,1096,2
13,120,19
172,120,6
172,13,8
27,908,12
836,836,2
100,902,4
430,902,10
104,902,2
106,902,4
106,178,4
58,902,4
58,178,10
101,422,7
101,902,2
107,7,2
107,902,4
109,902,2
137,827,23
247,222,22
595,14,8
595,371,11
76,1029,11
156,1029,8
99,579,2
99,361,2
642,127,30
642,361,11
430,579,10
430,361,8
58,361,12
101,579,2
104,579,4
104,361,2
107,361,2
109,579,2
100,579,2
106,579,2
106,361,2
127,361,18
579,361,3
1047,3,10
46,1047,7
1047,156,4
1266,734,2
1516,734,7
67,1029,49
13,827,8
41,438,5
438,81,21
287,438,4
328,63,18
2173,123,2
2150,123,1
2751,134,8
154,2751,5
113,128,3
387,827,36
430,287,22
166,287,7
827,544,17
112,188,12
7,344,10
56,226,4
56,422,6
56,827,7
1478,387,7
1478,723,10
723,902,4
579,579,8
387,579,14
387,734,13
642,387,7
284,422,25
966,222,6
172,723,14
361,157,24
361,123,14
120,328,7
408,2751,1
408,81,8
41,408,6
3116,408,2
133,81,8
3116,133,2
1012,391,4
595,874,30
595,123,12
707,874,5
14,707,7
1174,707,2
734,157,11
440,157,8
430,430,15
336,733,4
733,902,2
113,902,2
336,902,2
827,902,8
836,287,26
1012,496,8
1012,194,6
127,496,16
188,128,2
1012,242,4
1012,46,49
247,2751,4
2751,1,7
242,2751,2
2,2751,4
46,2751,8
723,2751,10
1012,544,16
544,2751,4
287,496,9
827,496,15
287,827,19
3116,3116,6
3116,154,5
642,3116,4
430,3116,18
3116,58,25
430,387,22
707,827,16
3116,63,2
3116,2,9
3116,361,2
361,63,14
3116,707,1
707,157,12
707,63,13
14,391,16
154,154,20
836,391,13
172,391,6
328,874,14
723,543,12
1012,157,10
127,233,29
284,387,8
544,438,11
328,544,13
707,13,10
1229,1073,6
348,188,6
348,344,6
348,522,8
104,827,6
1441,827,12
1441,579,2
107,56,6
107,827,6
56,579,5
58,371,3
104,371,1
1441,371,1
107,371,1
430,543,24
430,194,10
1012,579,2
247,233,7
188,81,12
67,2110,7
595,2110,4
2110,344,6
2110,7,2
1478,188,10
3116,222,12
3116,67,11
3116,123,2
336,194,3
336,127,3
348,81,15
348,178,2
522,63,15
371,63,20
522,81,12
95,81,16
95,522,6
522,371,13
422,123,48
430,348,5
348,58,8
348,1478,2
101,348,2
348,1441,2
348,99,2
101,1478,11
1441,2,6
914,422,7
734,422,6
245,914,6
28,16,12
595,900,5
544,422,9
31,127,4
430,496,11
242,496,6
595,496,5
1012,126,4
67,126,46
440,1096,7
68,242,17
251,242,22
368,242,17
137,27,11
137,733,2
707,733,6
76,544,4
1029,544,28
76,344,4
391,522,9
2150,494,2
14,914,6
387,914,21
914,496,10
914,344,23
914,544,23
1084,156,23
1048,156,3
1048,127,1
914,827,5
966,233,5
836,422,23
348,874,11
85,1775,13
966,1775,8
209,209,6
932,209,28
194,81,9
215,2059,5
424,226,8
233,496,13
258,496,8
734,496,6
733,258,16
258,319,4
258,734,9
171,258,8
733,733,6
171,734,24
245,496,21
440,932,10
932,81,8
932,371,6
2110,296,15
723,2110,4
642,544,15
172,287,16
172,408,2
46,408,8
723,287,35
408,287,2
408,247,2
112,723,13
723,408,2
1775,827,5
258,371,4
1047,258,6
837,258,8
1047,371,4
837,371,2
67,1047,8
67,837,3
1047,837,14
215,233,3
1404,133,8
133,4,15
209,344,13
522,209,5
58,1047,2
101,1096,2
101,1047,2
430,1047,2
109,1096,4
109,1047,2
56,1096,2
56,1047,2
100,1047,4
1047,1096,2
46,215,8
41,361,15
361,1029,11
543,127,15
642,543,19
26,543,21
245,438,18
258,328,7
440,13,6
440,166,7
13,166,13
465,41,18
127,319,13
319,827,16
933,932,8
552,3,9
1477,552,2
1477,933,2
544,371,8
41,1096,20
1073,63,8
1073,46,23
242,166,4
543,496,16
723,914,7
95,914,4
124,68,27
440,902,2
222,1096,25
932,827,4
837,494,21
440,368,15
723,440,4
465,387,6
465,579,2
966,188,2
1404,932,17
837,1404,9
124,1012,21
156,361,4
172,874,10
2059,222,4
2059,344,6
2059,522,8
522,233,16
1516,157,2
1516,422,1
2,1516,3
3,2751,23
1012,222,3
120,2751,6
222,2751,2
933,874,6
734,734,39
734,827,5
7,13,13
13,123,14
95,172,4
172,284,17
95,284,8
209,127,21
209,371,2
1047,134,3
1047,127,10
1477,296,16
408,128,13
1477,222,12
1477,226,5
1477,465,8
465,222,4
222,544,16
595,247,12
95,595,15
133,422,1
733,247,8
245,424,11
1477,1096,8
1477,733,1
55,171,4
55,496,2
55,258,2
55,113,3
55,336,2
56,496,2
56,258,4
56,113,3
56,336,2
58,496,6
58,258,2
58,336,2
171,336,2
336,496,2
258,63,5
336,63,2
336,258,4
56,932,9
932,63,8
336,932,3
1048,258,13
2,1048,4
26,242,19
595,251,11
251,222,49
101,1084,2
595,1029,10
1478,14,2
104,188,4
1775,1048,4
348,595,4
1441,733,4
26,166,14
1455,127,2
1199,127,7
1199,166,2
1455,3,10
1199,1455,2
1199,3,10
430,914,3
1266,134,14
1266,4,6
209,154,21
336,209,2
336,154,2
159,440,16
188,194,9
194,194,4
900,194,6
391,194,12
391,900,4
707,188,4
1775,188,1
707,1775,1
100,76,6
251,76,6
76,387,5
46,2059,5
707,2059,2
55,126,5
76,127,4
76,424,6
2059,1,4
1084,242,2
27,242,2
2059,242,2
1477,424,7
29,127,5
133,522,3
522,496,4
1477,916,1
112,544,30
112,914,25
966,522,5
58,1012,18
55,14,3
1047,16,5
319,371,4
1455,222,1
1478,233,6
408,226,8
133,226,8
13,226,6
408,544,6
133,544,6
733,13,7
258,900,2
916,900,2
916,258,9
1455,233,2
159,1455,4
966,13,10
1478,319,4
1478,1084,1
1084,319,1
284,391,4
440,707,14
1478,595,3
1478,543,2
1478,157,12
595,543,7
100,137,5
137,595,6
430,157,26
430,522,10
552,16,1
178,1029,10
966,126,10
287,128,8
1199,287,2
159,1199,3
1174,2059,2
1174,76,2
1174,67,8
2059,134,16
2059,178,5
76,2059,2
2059,128,4
76,178,8
76,522,2
76,233,8
430,76,4
430,14,8
76,76,2
172,1516,6
14,1516,4
1516,1029,4
1516,1516,23
1516,391,5
391,1029,4
440,41,16
440,424,5
247,194,4
68,733,15
3116,247,4
642,27,15
172,837,3
14,837,6
837,156,6
172,156,2
14,156,4
1478,209,2
642,209,6
430,209,2
3116,723,10
3116,543,2
95,233,8
233,81,23
1516,120,4
1516,29,2
29,120,2
1516,336,1
336,120,2
465,733,3
76,733,3
31,2059,11
284,1029,11
733,128,7
159,336,2
336,27,5
1084,733,2
107,55,2
55,1441,2
55,104,4
1441,900,5
1441,522,4
1441,424,4
734,900,8
900,63,9
900,424,20
1084,543,5
1441,914,4
424,233,12
408,1,10
1441,194,2
55,123,2
55,226,2
430,123,12
113,215,12
552,157,4
837,552,2
837,127,22
837,336,3
99,543,4
99,827,4
1441,543,2
109,543,4
101,543,4
101,827,10
58,543,10
1073,422,2
1012,95,4
242,424,4
348,41,8
251,156,11
368,156,39
2059,81,4
2059,827,4
2059,371,2
522,827,11
55,16,9
13,422,28
1084,361,2
1084,154,5
56,126,2
56,127,16
1073,171,8
1073,544,6
1073,595,4
100,544,19
56,544,13
56,595,6
1266,251,17
1266,27,12
836,126,30
2059,1029,2
1403,2059,2
1403,1029,2
1403,827,4
2059,194,1
194,1029,3
522,247,4
68,522,12
522,438,5
900,438,1
112,1403,29
1403,296,12
1404,543,4
1199,1404,7
1403,543,2
1199,1403,8
1403,133,7
1199,543,2
734,438,17
734,328,12
733,156,18
1199,215,4
1403,26,24
836,1199,4
836,215,7
642,966,4
966,319,4
707,222,12
1404,178,14
13,287,8
29,1403,23
1775,1403,5
1404,233,12
1403,233,10
41,1404,22
41,1403,8
157,438,14
287,424,1
1744,247,2
1775,247,2
1403,247,4
1775,120,2
41,1744,4
41,1775,3
1775,127,2
1775,1744,2
245,215,2
215,296,6
215,126,5
258,134,9
258,544,6
172,157,9
1403,126,3
209,123,2
112,123,28
258,296,22
247,178,15
56,166,4
56,154,8
966,29,7
85,1496,8
966,1496,10
1403,1496,15
1775,1496,1
209,166,23
1404,391,5
836,166,19
387,438,6
387,328,10
1404,734,5
1404,438,1
1404,328,5
836,104,2
494,371,3
391,127,26
1744,296,7
1441,1404,5
1404,733,13
1404,1496,53
1441,1496,1
1496,233,6
1496,733,5
522,328,9
837,81,2
26,900,21
1199,29,8
166,120,51
707,120,11
933,154,3
933,134,3
933,1,2
933,242,1
156,1,15
1199,494,7
1199,344,4
1199,16,6
1404,344,8
1404,16,36
595,522,9
595,440,8
579,522,4
106,1096,4
368,361,13
58,368,4
933,734,1
27,1496,7
27,1744,2
1496,4,6
1496,7,4
1744,7,2
1496,1744,9
233,371,4
245,902,1
112,438,10
1404,874,11
1496,127,9
171,1496,1
1496,874,3
874,81,45
31,81,4
31,424,6
31,874,4
1496,81,2
46,1496,11
1496,424,2
31,1496,2
112,1496,23
836,424,22
836,1496,1
1199,2150,2
1199,1084,4
1084,2150,2
287,123,26
27,287,61
1404,916,22
1496,916,15
242,123,17
171,242,24
440,63,15
1403,157,3
251,902,12
242,902,2
1403,209,4
137,908,12
137,371,10
908,371,10
902,371,2
1403,4,9
1403,391,4
159,1403,1
1012,933,3
178,496,23
422,496,3
46,133,14
242,494,4
159,209,5
1084,209,11
916,166,3
916,424,2
1496,188,3
1496,16,10
916,496,5
172,440,25
95,13,18
247,371,8
156,247,4
188,496,4
424,496,21
371,496,8
156,496,2
188,424,4
156,188,2
156,371,9
194,371,3
344,371,4
368,1496,9
258,126,9
1496,258,9
1496,126,2
1744,126,4
408,258,3
408,126,4
1404,408,3
408,1496,1
368,287,16
1229,391,4
391,63,20
258,166,12
1496,194,4
178,900,15
914,900,4
1496,900,2
1404,900,2
251,1496,2
251,1404,7
1496,178,2
1496,914,4
1404,914,9
916,188,2
251,916,3
916,914,3
109,27,8
109,1404,3
642,328,8
361,438,4
7,188,6
966,1084,19
1084,258,8
361,371,8
368,371,8
391,344,11
1744,494,7
1199,1,2
1199,242,2
133,242,4
1174,68,4
424,2751,2
908,194,9
465,233,6
465,123,6
543,233,4
1404,226,4
916,16,18
916,3,19
368,916,3
916,226,3
133,233,9
1496,133,2
361,128,8
916,361,3
916,128,1
1174,544,2
916,63,2
916,874,15
1478,579,7
1478,112,3
836,194,12
242,157,16
172,242,4
932,128,3
67,1048,5
1048,128,1
85,1048,5
7,371,8
188,902,4
1047,319,1
1047,233,1
284,1047,6
296,1029,31
1047,296,1
836,128,20
76,157,4
1174,734,6
836,734,8
319,902,7
902,424,6
361,902,2
932,902,4
932,424,12
932,361,1
1199,4,6
1199,13,2
387,13,20
1199,120,9
387,1199,2
284,874,8
595,120,17
166,496,7
932,166,16
126,1,20
1199,258,13
966,1199,8
408,408,2
408,63,9
408,902,2
902,63,4
137,368,4
137,120,7
137,284,6
76,2,7
76,13,2
7,128,4
95,287,1
1047,63,5
1047,166,6
368,837,12
932,154,6
258,13,3
120,361,8
95,1096,5
579,328,3
440,579,6
932,194,20
124,172,2
124,81,6
408,319,4
166,81,18
1266,67,4
287,422,8
245,344,7
245,522,2
1084,134,12
120,233,12
391,391,28
642,933,5
1229,933,10
1478,68,5
966,544,5
368,29,4
348,496,4
137,156,2
137,194,2
156,128,2
178,194,10
465,422,6
642,123,6
595,178,4
595,328,2
438,226,9
156,63,18
408,26,13
932,123,14
836,233,5
827,233,8
1012,81,8
137,1199,10
137,41,8
124,1199,5
124,120,2
41,1199,5
1199,424,3
1199,154,2
642,137,6
1478,1174,2
1478,137,3
1478,171,4
908,424,10
172,319,6
543,319,2
1229,178,10
387,2751,2
133,2751,2
133,874,6
387,133,9
245,245,11
133,424,5
112,28,12
28,3,13
1199,496,2
14,496,8
408,496,5
14,1199,2
1199,222,2
251,1096,14
1096,422,11
104,522,4
595,387,7
67,28,22
28,733,2
159,28,4
642,642,6
642,1266,11
1266,1174,2
908,438,6
908,328,6
1266,440,6
1266,154,8
1266,81,13
932,522,2
7,522,2
836,408,2
2110,387,4
2110,242,4
2,2110,6
319,1029,7
242,319,3
319,1096,4
1096,496,2
579,496,13
258,81,4
296,361,35
1229,914,2
1229,734,10
99,128,2
101,128,2
284,361,6
348,128,6
1229,247,8
28,496,4
28,424,2
28,226,2
31,496,5
31,226,2
552,296,7
552,424,2
552,134,7
552,154,1
13,156,7
1096,157,11
440,900,9
14,440,4
101,900,2
133,438,5
133,1096,3
58,233,11
1516,123,4
215,247,1
1516,215,2
215,123,2
2110,368,4
215,544,4
113,734,1
215,734,2
28,166,4
28,247,1
387,336,2
41,336,2
1073,134,4
1073,496,2
101,522,2
101,134,20
1073,900,2
1073,178,1
2,1385,2
1385,120,5
1385,438,2
595,133,6
595,1385,2
1385,133,7
113,1,7
113,438,1
966,215,12
215,494,1
67,29,17
68,1199,2
68,29,14
159,438,7
1744,222,3
29,13,1
1744,233,2
836,258,6
258,391,14
258,222,10
932,391,20
1496,361,2
707,1496,6
1496,494,6
41,1496,2
408,438,5
408,328,2
408,391,4
408,188,2
932,408,2
408,4,8
2,391,9
391,438,2
188,438,2
494,438,2
932,438,3
494,328,2
258,4,8
188,494,3
932,188,4
1266,156,6
1266,1084,2
1266,14,3
166,344,13
1744,194,3
7,908,4
258,178,6
55,438,2
55,328,2
1477,328,6
58,328,6
1478,328,2
56,438,2
56,328,2
209,361,2
916,209,4
438,496,4
328,496,6
723,494,6
1047,344,2
723,1047,2
1047,1,2
2,1047,3
595,595,13
348,494,4
522,494,3
109,120,4
543,424,9
1012,707,2
1012,319,8
1012,233,2
707,544,6
156,914,6
1496,156,1
1744,344,2
1744,902,2
344,902,4
120,902,13
104,900,2
104,914,2
723,900,10
723,14,8
723,188,9
387,156,18
27,2751,8
2059,2751,1
734,123,18
209,178,4
209,319,4
836,209,4
100,900,8
1477,134,12
1477,284,2
233,422,5
723,166,13
67,1084,9
1084,126,7
55,27,5
112,2150,5
2150,16,3
68,1385,1
85,1385,1
368,1385,1
1012,123,2
1477,178,2
908,874,14
1012,31,2
1012,28,2
41,31,4
76,242,10
242,126,2
723,707,8
137,172,2
3116,319,6
113,522,4
28,233,6
494,128,3
595,287,12
933,900,1
522,123,13
522,422,3
27,522,10
27,422,22
137,544,6
166,319,11
14,123,8
14,222,2
579,908,6
124,113,3
101,120,11
120,194,23
430,733,25
733,874,25
14,543,4
14,336,1
336,543,2
1266,1441,3
1096,371,10
95,1029,4
99,933,2
100,3116,19
101,3116,13
3116,109,9
109,319,2
109,933,2
3116,106,16
106,933,2
107,3116,17
107,933,2
3116,104,8
104,933,2
3116,933,2
13,126,7
914,902,4
76,914,5
902,902,35
215,319,3
837,914,4
837,837,2
215,579,3
836,99,134
908,496,13
2,908,9
933,422,5
242,194,5
723,194,2
723,258,6
933,222,1
522,242,10
933,258,2
28,258,4
101,1477,7
1477,707,4
56,707,4
101,55,5
55,707,2
101,101,1
733,63,10
966,242,6
106,914,2
1096,1029,2
13,319,10
902,194,2
13,371,8
106,368,2
1477,242,12
99,1096,2
1441,242,4
836,552,2
188,361,7
124,287,4
595,391,2
247,361,5
100,156,8
1477,2110,2
2110,188,2
391,157,9
595,159,4
723,13,17
101,544,11
101,284,2
101,328,4
1477,68,6
707,242,2
723,734,31
707,734,9
707,914,7
7,438,6
319,438,4
1775,438,4
1775,319,4
543,734,4
543,438,4
245,13,7
58,900,12
348,55,4
348,56,4
348,900,2
55,900,14
56,900,7
348,251,5
361,344,6
522,361,4
361,496,6
14,361,6
348,440,6
348,543,8
440,543,4
543,1029,3
1174,387,2
1174,13,2
1174,188,2
1174,900,2
188,166,6
166,900,8
494,178,12
178,120,16
336,494,1
336,874,3
465,368,2
465,120,4
465,166,2
465,194,2
465,154,8
1477,194,2
361,900,8
966,1048,3
287,900,2
642,496,9
209,424,2
209,13,10
13,496,6
56,1048,2
430,1048,5
430,932,10
41,1048,8
1048,134,12
1048,26,11
56,1775,1
430,1775,1
1775,134,1
56,172,6
56,1029,6
1174,251,2
171,1048,2
1048,287,4
1048,543,2
1048,1096,2
1029,424,2
2,126,3
465,1029,4
465,900,2
465,14,2
2,1775,2
46,1775,8
723,1775,2
932,914,9
1048,914,1
440,194,8
247,422,7
1096,902,10
3116,1096,3
642,368,15
106,233,8
1174,127,4
1174,595,2
104,233,2
1174,120,4
1174,123,2
171,966,7
1084,494,6
41,7,10
723,41,15
106,26,8
106,1048,1
101,1048,1
109,1048,1
104,1048,1
1048,4,6
1048,222,1
1048,3,1
68,1048,1
29,209,2
1084,932,20
1084,215,9
29,215,8
172,27,2
595,156,4
642,95,5
242,287,2
836,914,94
99,914,88
99,2173,88
99,2150,88
99,1455,49
156,908,11
1266,408,12
76,932,2
1477,104,4
1477,67,10
1478,242,6
1012,159,3
642,371,6
914,81,2
579,914,5
27,247,22
124,408,6
124,494,2
124,914,6
124,63,4
124,361,2
494,63,6
494,157,3
361,914,11
1775,128,1
642,1775,1
1229,440,3
1229,251,15
932,1496,6
1496,1048,4
438,123,2
368,391,12
245,361,20
723,361,6
642,124,6
124,595,8
124,2,8
124,124,14
595,128,4
966,7,2
99,371,4
99,123,6
99,496,8
99,76,2
100,371,4
100,123,8
100,496,6
287,371,7
76,371,2
76,123,4
76,496,3
1516,496,2
1516,387,8
387,215,4
215,1096,4
387,1096,10
387,1047,2
1047,391,3
1047,908,2
68,2751,90
76,27,2
836,933,2
1084,424,7
1229,1096,2
1516,1096,9
1516,319,8
1516,827,2
2110,1096,4
2110,827,6
104,156,2
109,156,2
58,156,4
101,156,4
104,120,4
242,371,5
1441,126,6
55,595,4
55,723,4
1012,595,6
55,424,3
1012,424,7
595,424,3
1477,1012,2
100,1012,4
58,2751,2
1477,2751,2
1477,319,4
100,2751,2
56,157,8
16,2751,4
157,2751,6
595,2751,7
595,319,6
124,932,3
109,494,2
100,494,2
101,494,2
1441,494,2
99,494,2
159,215,1
242,13,9
133,63,6
1199,63,2
28,544,2
28,215,2
391,496,16
7,496,10
368,496,8
7,391,5
391,13,4
1478,26,4
133,391,12
2110,438,2
1174,361,4
1516,543,2
2059,63,2
1516,226,8
430,95,8
522,287,1
1516,126,8
2110,734,4
642,28,3
68,336,3
172,733,12
287,194,6
172,194,7
178,734,8
99,233,2
99,27,6
100,27,10
3116,26,6
3116,233,2
3116,27,2
3116,287,2
101,27,6
106,27,4
107,233,2
107,27,6
287,233,10
101,251,1
251,26,30
348,287,4
56,284,2
1478,440,3
1478,222,8
837,27,6
1048,133,2
41,837,9
837,1048,6
159,126,4
14,7,8
156,734,4
112,2751,3
734,2751,1
1266,1029,4
166,1029,21
1266,544,2
1266,166,2
68,552,2
552,209,2
113,287,2
104,194,2
104,336,2
104,133,4
104,932,2
67,336,2
932,133,5
916,296,5
137,26,9
908,247,7
242,908,12
908,120,4
31,178,2
328,128,3
113,328,2
2059,120,4
99,544,6
109,544,6
109,2059,6
107,544,6
104,544,6
902,128,2
579,188,5
68,707,8
1516,544,2
579,494,8
1496,209,2
1229,707,4
1229,166,4
1404,209,11
1496,123,3
178,361,13
1404,827,6
1404,422,2
100,1404,3
642,1404,6
58,1404,3
101,1404,6
430,1404,4
251,29,12
251,1403,11
68,1403,11
1404,123,4
837,1403,2
916,134,7
209,188,3
916,154,1
916,4,1
642,733,18
258,157,7
55,827,4
55,837,2
837,827,4
55,1404,1
2751,226,2
4,2751,4
159,2751,4
543,2751,2
159,902,11
1266,424,12
1266,966,2
1266,368,4
1266,120,2
1266,1403,2
408,424,2
966,408,2
368,133,5
408,120,2
1403,408,2
1266,95,2
1266,438,1
100,328,4
7,166,6
1404,7,4
723,209,2
209,222,4
1404,319,3
159,1404,4
27,166,14
440,1496,2
1496,154,3
494,166,4
1496,496,2
194,226,2
966,874,12
328,902,2
245,209,3
914,128,2
56,733,4
56,194,1
1404,247,4
916,344,3
1403,16,2
440,1403,2
642,1403,5
287,734,4
734,902,2
1441,440,3
1441,95,6
1441,908,2
908,226,5
368,908,6
3116,544,1
900,422,12
3116,371,3
348,734,2
707,1096,6
107,120,6
106,120,2
104,166,4
1441,120,2
99,166,4
99,120,2
1084,120,6
3116,194,4
3116,126,4
120,422,2
2059,914,4
215,1048,5
522,120,7
932,296,20
1496,296,2
1048,296,4
552,1496,2
552,1048,2
2059,1096,2
1047,1084,3
137,95,8
368,522,5
348,26,10
642,348,2
348,1084,1
430,1012,12
101,1012,3
56,242,4
107,284,2
1084,496,2
595,827,4
95,707,2
966,837,2
642,172,8
595,914,4
522,226,18
245,1096,18
914,371,2
328,914,2
595,1096,9
25,2150,4
408,2059,2
209,63,7
1174,209,4
106,95,6
106,245,6
58,95,8
1477,95,4
1477,245,6
99,95,8
99,245,4
107,95,8
107,245,4
100,245,4
1073,4,5
245,120,12
391,126,9
245,251,14
171,29,1
133,247,2
3116,127,12
31,154,2
28,154,1
336,344,2
68,2110,38
2110,113,4
2110,336,3
336,916,3
2110,916,1
68,916,7
336,226,2
552,226,4
46,29,3
1266,113,2
465,13,3
494,287,4
595,494,5
1229,496,2
595,707,2
595,41,20
29,194,2
348,247,3
348,733,2
348,166,6
1516,4,5
1029,63,4
1229,242,4
2110,157,2
430,1073,13
113,371,12
552,422,2
552,827,2
552,371,8
3116,188,4
733,579,2
159,837,5
440,837,2
595,2059,2
2,2059,2
595,166,6
440,422,2
113,126,4
336,126,2
1385,827,2
46,1385,3
1478,361,3
1775,361,2
1478,113,4
1478,1385,2
1478,1775,2
113,1775,4
1775,1385,4
99,133,2
100,133,4
107,133,2
106,133,2
58,133,2
99,1199,1
100,1199,1
107,1199,1
101,1199,1
106,1199,1
104,1199,1
58,1199,3
1266,112,6
1266,1199,1
368,31,2
67,2150,3
916,2150,2
1775,916,7
1775,2150,2
1385,916,1
1385,2150,1
137,233,2
137,387,2
387,1385,2
1385,126,4
408,1385,1
1266,496,2
67,933,4
137,900,4
544,128,4
908,128,5
137,1385,3
41,1385,1
933,296,6
723,966,2
95,966,2
95,344,4
124,194,4
124,171,3
1441,723,10
1029,438,5
3116,1441,4
1441,171,4
99,171,2
107,171,2
106,171,2
101,171,4
1385,13,2
137,13,3
107,159,3
106,159,1
104,159,3
579,233,2
29,391,2
1199,391,2
1404,579,3
1403,494,4
1403,579,2
172,1403,7
1403,154,3
123,128,10
642,194,6
1266,247,4
1496,166,3
1496,328,2
159,194,6
68,1404,5
494,247,2
68,494,10
13,494,8
1404,13,2
1403,874,2
1403,328,1
1404,157,3
837,209,5
100,1084,2
836,1084,1
2,1403,2
215,258,6
56,361,8
56,2059,6
56,56,2
430,2059,5
1477,361,6
1477,2059,4
642,2059,4
2059,361,4
95,76,2
837,734,5
1403,734,1
2150,4,1
2150,827,1
2150,258,1
2150,1,1
2150,242,1
348,137,2
137,522,2
348,27,4
31,522,2
31,13,5
1403,222,2
126,424,6
3116,56,3
3116,1012,2
1012,104,4
107,1012,4
1012,1441,4
1441,319,4
99,1012,4
966,226,5
172,126,3
172,368,10
543,188,4
76,1096,6
245,1029,13
172,1455,2
172,258,2
1455,1,2
1455,827,3
1455,258,2
494,1029,1
3116,874,6
1266,63,2
2059,424,5
171,1047,2
1047,827,4
1047,496,2
1047,120,2
1266,296,9
3116,245,4
3116,827,6
215,916,10
916,123,2
1229,522,2
258,120,2
156,120,19
1455,319,2
245,1455,2
1455,496,2
522,319,2
522,902,2
902,438,2
348,31,3
348,2059,2
348,422,4
2059,422,4
166,914,3
109,123,6
106,123,6
101,123,4
55,2059,2
55,31,4
55,166,2
55,361,2
55,222,4
56,31,4
251,2059,4
31,166,2
31,361,2
31,222,2
251,31,2
55,914,1
1478,914,1
215,424,3
707,113,2
1441,544,10
1477,112,10
2059,188,7
28,391,4
1516,128,4
1516,296,4
28,134,15
28,916,3
133,1029,3
408,1029,5
1775,157,1
1073,188,2
113,247,3
28,2059,4
