Source,Target,Weight
908,1029,4
733,1029,19
733,1096,7
178,1096,11
733,178,7
284,438,6
171,438,32
194,438,8
233,438,9
328,194,6
328,233,12
247,734,15
95,247,17
95,734,8
172,296,30
159,16,70
188,247,8
247,900,20
242,296,26
296,438,15
242,242,14
595,242,24
595,438,13
522,222,16
522,127,27
178,123,38
2,166,26
245,734,20
902,422,4
126,422,13
7,902,8
126,874,25
126,902,7
178,126,17
172,496,9
154,496,19
284,226,29
319,226,6
245,247,18
319,63,9
733,226,6
166,226,28
172,344,13
344,81,7
707,344,16
387,424,13
172,424,6
172,707,6
424,81,21
344,123,1
172,123,14
707,123,5
245,371,7
328,157,14
328,319,6
723,157,18
707,4,15
247,438,3
247,120,9
438,63,20
1096,438,6
120,438,15
172,438,2
120,1096,17
13,1096,6
172,1096,2
13,120,19
172,120,6
172,13,8
247,222,22
595,14,8
595,371,11
76,1029,11
156,1029,8
127,361,18
579,361,3
1516,734,7
67,1029,49
13,827,8
41,438,5
438,81,21
287,438,4
328,63,18
2751,134,8
154,2751,5
387,827,36
166,287,7
827,544,17
112,188,12
7,344,10
723,902,4
579,579,8
387,579,14
387,734,13
284,422,25
966,222,6
172,723,14
361,157,24
361,123,14
120,328,7
595,874,30
595,123,12
707,874,5
14,707,7
734,157,11
440,157,8
733,902,2
827,902,8
127,496,16
188,128,2
247,2751,4
2751,1,7
242,2751,2
2,2751,4
46,2751,8
723,2751,10
544,2751,4
287,496,9
827,496,15
287,827,19
707,827,16
361,63,14
707,157,12
707,63,13
14,391,16
154,154,20
172,391,6
328,874,14
723,543,12
127,233,29
284,387,8
544,438,11
328,544,13
707,13,10
247,233,7
188,81,12
67,2110,7
595,2110,4
2110,344,6
2110,7,2
522,63,15
371,63,20
522,81,12
95,81,16
95,522,6
522,371,13
422,123,48
914,422,7
734,422,6
245,914,6
595,900,5
544,422,9
242,496,6
595,496,5
67,126,46
440,1096,7
68,242,17
251,242,22
368,242,17
707,733,6
76,544,4
1029,544,28
76,344,4
391,522,9
14,914,6
387,914,21
914,496,10
914,344,23
914,544,23
914,827,5
966,233,5
209,209,6
194,81,9
424,226,8
233,496,13
258,496,8
734,496,6
733,258,16
258,319,4
258,734,9
171,258,8
733,733,6
171,734,24
245,496,21
2110,296,15
723,2110,4
172,287,16
723,287,35
112,723,13
258,371,4
209,344,13
522,209,5
41,361,15
361,1029,11
543,127,15
245,438,18
258,328,7
440,13,6
440,166,7
13,166,13
127,319,13
319,827,16
544,371,8
41,1096,20
242,166,4
543,496,16
723,914,7
95,914,4
440,902,2
222,1096,25
440,368,15
723,440,4
966,188,2
156,361,4
172,874,10
522,233,16
1516,157,2
1516,422,1
2,1516,3
3,2751,23
120,2751,6
222,2751,2
734,734,39
734,827,5
7,13,13
13,123,14
95,172,4
172,284,17
95,284,8
209,127,21
209,371,2
222,544,16
595,247,12
95,595,15
733,247,8
245,424,11
258,63,5
595,251,11
251,222,49
595,1029,10
209,154,21
159,440,16
188,194,9
194,194,4
900,194,6
391,194,12
391,900,4
707,188,4
251,76,6
76,387,5
76,127,4
76,424,6
522,496,4
112,544,30
112,914,25
966,522,5
319,371,4
13,226,6
733,13,7
258,900,2
966,13,10
284,391,4
440,707,14
595,543,7
178,1029,10
966,126,10
287,128,8
76,178,8
76,522,2
76,233,8
76,76,2
172,1516,6
14,1516,4
1516,1029,4
1516,1516,23
1516,391,5
391,1029,4
440,41,16
440,424,5
247,194,4
68,733,15
172,156,2
14,156,4
95,233,8
233,81,23
1516,120,4
76,733,3
284,1029,11
733,128,7
734,900,8
900,63,9
900,424,20
424,233,12
242,424,4
251,156,11
368,156,39
522,827,11
13,422,28
194,1029,3
522,247,4
68,522,12
522,438,5
900,438,1
734,438,17
734,328,12
733,156,18
966,319,4
707,222,12
13,287,8
157,438,14
287,424,1
258,134,9
258,544,6
172,157,9
209,123,2
112,123,28
258,296,22
247,178,15
209,166,23
387,438,6
387,328,10
494,371,3
391,127,26
522,328,9
166,120,51
707,120,11
156,1,15
595,522,9
595,440,8
579,522,4
368,361,13
233,371,4
245,902,1
112,438,10
874,81,45
287,123,26
242,123,17
171,242,24
440,63,15
251,902,12
242,902,2
908,371,10
902,371,2
178,496,23
422,496,3
242,494,4
159,209,5
172,440,25
95,13,18
247,371,8
156,247,4
188,496,4
424,496,21
371,496,8
156,496,2
188,424,4
156,188,2
156,371,9
194,371,3
344,371,4
258,126,9
368,287,16
391,63,20
258,166,12
178,900,15
914,900,4
361,438,4
7,188,6
361,371,8
368,371,8
391,344,11
424,2751,2
908,194,9
543,233,4
361,128,8
242,157,16
172,242,4
7,371,8
188,902,4
296,1029,31
76,157,4
319,902,7
902,424,6
361,902,2
387,13,20
284,874,8
595,120,17
166,496,7
126,1,20
902,63,4
76,2,7
76,13,2
7,128,4
95,287,1
258,13,3
120,361,8
95,1096,5
579,328,3
440,579,6
166,81,18
287,422,8
245,344,7
245,522,2
120,233,12
391,391,28
966,544,5
156,128,2
178,194,10
595,178,4
595,328,2
438,226,9
156,63,18
827,233,8
908,424,10
172,319,6
543,319,2
387,2751,2
245,245,11
14,496,8
251,1096,14
1096,422,11
595,387,7
908,438,6
908,328,6
7,522,2
2110,387,4
2110,242,4
2,2110,6
319,1029,7
242,319,3
319,1096,4
1096,496,2
579,496,13
258,81,4
296,361,35
284,361,6
13,156,7
1096,157,11
440,900,9
14,440,4
1516,123,4
2110,368,4
159,438,7
258,391,14
258,222,10
2,391,9
391,438,2
188,438,2
494,438,2
494,328,2
258,4,8
188,494,3
166,344,13
7,908,4
258,178,6
209,361,2
438,496,4
328,496,6
723,494,6
595,595,13
522,494,3
543,424,9
707,544,6
156,914,6
344,902,4
120,902,13
723,900,10
723,14,8
723,188,9
387,156,18
734,123,18
209,178,4
209,319,4
233,422,5
723,166,13
908,874,14
76,242,10
242,126,2
723,707,8
494,128,3
595,287,12
522,123,13
522,422,3
166,319,11
14,123,8
14,222,2
579,908,6
120,194,23
733,874,25
14,543,4
1096,371,10
95,1029,4
13,126,7
914,902,4
76,914,5
902,902,35
908,496,13
2,908,9
242,194,5
723,194,2
723,258,6
522,242,10
733,63,10
966,242,6
1096,1029,2
13,319,10
902,194,2
13,371,8
188,361,7
595,391,2
247,361,5
2110,188,2
391,157,9
595,159,4
723,13,17
707,242,2
723,734,31
707,734,9
707,914,7
7,438,6
319,438,4
543,734,4
543,438,4
245,13,7
361,344,6
522,361,4
361,496,6
14,361,6
440,543,4
543,1029,3
188,166,6
166,900,8
494,178,12
178,120,16
361,900,8
287,900,2
209,424,2
209,13,10
13,496,6
1029,424,2
2,126,3
440,194,8
247,422,7
1096,902,10
171,966,7
41,7,10
723,41,15
595,156,4
242,287,2
156,908,11
914,81,2
579,914,5
494,63,6
494,157,3
361,914,11
438,123,2
368,391,12
245,361,20
723,361,6
595,128,4
966,7,2
287,371,7
76,371,2
76,123,4
76,496,3
1516,496,2
1516,387,8
387,1096,10
68,2751,90
1516,1096,9
1516,319,8
1516,827,2
2110,1096,4
2110,827,6
242,371,5
595,424,3
16,2751,4
157,2751,6
595,2751,7
595,319,6
242,13,9
391,496,16
7,496,10
368,496,8
7,391,5
391,13,4
2110,438,2
1516,543,2
1516,226,8
522,287,1
1516,126,8
2110,734,4
172,733,12
287,194,6
172,194,7
178,734,8
287,233,10
159,126,4
14,7,8
156,734,4
112,2751,3
734,2751,1
166,1029,21
908,247,7
242,908,12
908,120,4
328,128,3
902,128,2
579,188,5
68,707,8
1516,544,2
579,494,8
178,361,13
209,188,3
258,157,7
2751,226,2
4,2751,4
159,2751,4
543,2751,2
159,902,11
7,166,6
723,209,2
209,222,4
494,166,4
194,226,2
966,874,12
328,902,2
245,209,3
914,128,2
287,734,4
734,902,2
908,226,5
368,908,6
900,422,12
707,1096,6
120,422,2
522,120,7
368,522,5
595,827,4
95,707,2
595,914,4
522,226,18
245,1096,18
914,371,2
328,914,2
595,1096,9
209,63,7
245,120,12
391,126,9
245,251,14
68,2110,38
494,287,4
595,494,5
595,707,2
595,41,20
1516,4,5
1029,63,4
2110,157,2
733,579,2
595,166,6
440,422,2
544,128,4
908,128,5
723,966,2
95,966,2
95,344,4
1029,438,5
579,233,2
123,128,10
159,194,6
494,247,2
68,494,10
13,494,8
95,76,2
126,424,6
966,226,5
172,126,3
172,368,10
543,188,4
76,1096,6
245,1029,13
172,258,2
494,1029,1
258,120,2
156,120,19
522,319,2
522,902,2
902,438,2
166,914,3
1516,128,4
1516,296,4
391,827,4
391,319,7
734,128,2
1516,166,11
76,63,6
522,1096,2
579,209,3
172,7,2
156,494,6
391,156,4
361,194,2
733,522,4
543,522,2
733,543,2
245,543,7
284,494,2
595,1516,4
1516,222,7
391,233,6
126,1029,6
1516,522,2
166,438,2
2110,424,2
14,579,4
209,126,4
172,166,4
7,494,4
251,258,4
251,194,7
172,734,4
14,209,9
209,287,1
209,908,1
733,242,10
7,242,2
733,7,2
707,496,6
966,287,5
188,908,6
391,166,2
707,126,8
76,440,7
595,966,4
595,209,2
595,258,2
966,734,1
209,734,1
245,707,4
7,156,4
156,81,6
1516,424,4
284,156,2
902,1029,1
251,522,11
707,902,4
14,233,4
14,2751,4
233,2751,4
1516,368,3
7,543,12
1516,81,5
966,733,8
440,319,2
245,188,5
2110,233,3
245,966,4
245,391,6
595,284,2
156,422,6
95,733,2
595,733,2
242,156,8
95,361,5
1516,361,5
733,361,4
966,900,2
2110,966,4
494,827,2
966,496,2
966,908,2
494,900,1
287,544,5
543,344,4
595,188,2
734,371,2
188,1096,1
1516,438,5
2110,128,5
2110,2110,2
2110,123,6
2110,4,10
391,422,2
171,902,2
166,371,4
284,707,2
209,900,2
284,734,2
7,194,8
245,258,4
166,734,4
172,128,3
95,496,2
95,188,2
126,496,3
328,123,2
543,222,2
440,209,2
2110,226,2
723,126,2
908,233,4
1029,422,6
172,966,4
595,368,2
494,123,2
258,123,2
966,371,4
172,522,2
166,902,2
76,7,2
209,422,2
368,328,2
258,287,2
723,522,6
284,908,2
734,126,2
440,494,2
171,2110,2
391,902,2
126,226,2
76,328,2
707,438,2
707,1029,2
68,258,8
209,226,2
245,194,2
76,194,2
